machine_id,machine_nom,machine_type,atelier,usine,timestamp,date,v_rms_mm_s,acceleration_g,crest_factor,kurtosis,rpm,zone_iso,health_index,rul_days,degradation_score,mtbf_heures,mttr_heures,disponibilite_pct,oee_pct,trs_pct,cout_maintenance_euros,type_defaut,severite_defaut,temperature_c,pression_bar,courant_A,nb_alertes,nb_demarrages,duree_fonctionnement_h,age_machine_jours
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-02 00:00:00,2025-11-02,1.86,5.46,1.94,3.02,1477,A,91.5,178,0.099,501.0,5.8,98.9,81.8,79.9,1394,Aucun - Etat acceptable,Faible,30.4,4.4,31.6,1,62,10723,56
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-02 04:00:00,2025-11-02,6.97,8.43,2.66,4.41,1478,C,62.1,77,0.362,330.0,3.6,98.9,95.8,91.1,1139,Defaut roulement,Moderee,37.5,6.5,34.8,1,42,24084,3951
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-02 04:00:00,2025-11-02,0.79,1.22,1.59,2.32,1489,A,93.7,167,0.07,487.0,7.2,98.5,74.1,70.3,1844,Aucun - Etat nominal,Aucune,28.1,2.4,32.3,2,63,25269,428
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-02 08:00:00,2025-11-02,2.05,4.8,1.74,3.0,1472,A,95.7,164,0.062,454.0,6.0,98.7,76.3,74.7,369,Aucun - Etat acceptable,Faible,32.4,4.8,33.7,0,33,17279,1018
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-02 08:00:00,2025-11-02,6.95,16.8,2.79,3.24,1459,C,62.9,81,0.371,483.0,7.4,98.5,82.0,77.6,2329,Aucun - Etat acceptable,Faible,38.2,7.0,35.3,0,59,7193,681
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-02 10:00:00,2025-11-02,2.0,3.59,1.93,1.78,1454,A,99.2,182,0.01,332.0,2.7,99.2,85.8,82.3,671,Aucun - Etat acceptable,Faible,27.8,3.0,30.0,1,27,9017,3367
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-02 14:00:00,2025-11-02,0.53,0.85,1.8,2.72,1457,A,97.3,179,0.047,456.0,7.9,98.3,93.7,88.8,1479,Aucun - Etat nominal,Aucune,27.4,2.6,30.3,0,43,22985,2373
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-02 14:00:00,2025-11-02,4.32,3.58,2.53,2.72,8009,B,94.0,173,0.056,324.0,6.0,98.2,91.4,88.2,257,Aucun - Etat acceptable,Faible,29.2,5.9,163.9,0,39,4609,2441
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-02 17:00:00,2025-11-02,2.95,8.34,2.35,3.47,1487,B,95.0,172,0.057,511.0,6.4,98.8,90.6,89.3,2881,Aucun - Etat acceptable,Faible,29.0,4.2,31.5,0,12,1402,229
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-02 19:00:00,2025-11-02,7.16,13.54,2.64,4.05,1458,D,63.9,80,0.358,402.0,4.1,99.0,79.6,77.3,609,Defaut roulement,Moderee,37.1,7.3,33.8,0,66,3608,3276
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-02 22:00:00,2025-11-02,0.8,0.98,1.93,2.14,1446,A,95.1,170,0.034,361.0,6.9,98.1,79.3,74.3,1408,Aucun - Etat nominal,Aucune,30.9,2.8,30.9,0,58,1365,3443
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-03 00:00:00,2025-11-03,3.2,5.17,1.7,2.21,1460,B,92.6,180,0.089,514.0,5.6,98.9,84.9,81.1,568,Aucun - Etat acceptable,Faible,28.1,4.2,29.8,0,15,14384,2237
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-03 01:00:00,2025-11-03,6.35,5.43,2.98,2.24,1482,C,62.4,81,0.366,413.0,5.1,98.8,96.6,93.5,2285,Aucun - Etat acceptable,Faible,36.5,7.0,34.4,2,77,26477,3273
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-03 02:00:00,2025-11-03,2.41,2.43,1.57,3.04,1432,B,95.5,179,0.065,427.0,6.1,98.6,81.4,77.1,1654,Aucun - Etat acceptable,Faible,31.1,5.2,29.0,1,17,11404,3204
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-03 06:00:00,2025-11-03,1.99,3.27,1.61,2.77,1426,A,95.4,165,0.052,436.0,4.9,98.9,75.2,74.0,1515,Aucun - Etat acceptable,Faible,28.3,6.2,30.7,1,62,27131,1995
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-03 06:00:00,2025-11-03,4.28,5.88,1.94,2.77,8055,B,93.4,173,0.063,566.0,4.4,99.2,95.3,88.6,836,Aucun - Etat acceptable,Faible,31.3,4.5,165.7,0,74,22618,2316
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-03 09:00:00,2025-11-03,1.72,1.62,2.0,1.53,1439,A,95.8,183,0.061,377.0,5.2,98.6,74.2,69.0,1373,Aucun - Etat acceptable,Faible,28.9,6.2,30.6,2,47,27290,107
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-03 11:00:00,2025-11-03,7.24,7.73,2.53,3.54,1472,D,62.5,98,0.389,572.0,5.4,99.1,75.2,72.4,1445,Aucun - Etat acceptable,Faible,35.6,7.4,37.1,0,22,19869,3929
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-03 14:00:00,2025-11-03,0.7,1.68,1.64,3.3,1516,A,98.1,175,0.037,394.0,3.1,99.2,81.6,79.7,1346,Aucun - Etat nominal,Aucune,30.5,5.6,31.6,0,79,24188,2420
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-03 15:00:00,2025-11-03,3.04,4.91,2.14,1.82,1489,B,92.9,174,0.083,480.0,6.1,98.7,95.7,93.2,2310,Aucun - Etat acceptable,Faible,28.3,5.6,33.5,0,48,25955,3834
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-03 18:00:00,2025-11-03,6.85,14.59,2.55,4.72,1451,C,65.4,85,0.356,520.0,6.8,98.7,84.4,81.3,1763,Defaut roulement,Moderee,38.8,7.2,35.4,2,15,3166,2921
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-03 18:00:00,2025-11-03,2.77,8.72,1.82,2.93,1465,B,91.6,150,0.086,306.0,3.4,98.9,76.9,74.8,867,Aucun - Etat acceptable,Faible,31.2,5.0,32.6,1,69,14629,894
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-03 21:00:00,2025-11-03,1.25,3.6,1.71,1.53,1475,A,99.7,167,0.015,471.0,4.5,99.1,77.2,71.2,1097,Aucun - Etat nominal,Aucune,28.6,5.5,31.8,1,21,1708,2473
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-03 23:00:00,2025-11-03,5.26,5.95,1.25,1.64,8178,C,96.8,180,0.028,484.0,5.3,98.9,92.8,88.9,903,Aucun - Etat acceptable,Faible,30.1,7.6,168.6,0,17,25215,899
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-04 02:00:00,2025-11-04,3.09,8.78,1.62,2.24,1520,B,101.4,168,0.01,473.0,7.6,98.4,82.1,80.5,358,Aucun - Etat acceptable,Faible,29.3,5.4,32.3,1,22,14830,1308
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-04 02:00:00,2025-11-04,7.24,11.66,2.01,3.95,1456,D,60.0,69,0.405,470.0,2.7,99.4,83.2,76.7,1450,Aucun - Etat acceptable,Faible,38.8,7.3,36.7,2,127,18102,1203
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-04 05:00:00,2025-11-04,1.69,4.25,1.91,2.29,1458,A,94.4,158,0.056,428.0,4.0,99.1,90.4,88.2,773,Aucun - Etat acceptable,Faible,29.6,5.0,34.1,3,38,6860,189
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-04 06:00:00,2025-11-04,2.65,6.7,2.31,2.88,1537,B,94.3,167,0.048,466.0,6.1,98.7,81.4,77.6,1533,Aucun - Etat acceptable,Faible,32.2,4.7,31.7,1,23,26274,2684
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-04 09:00:00,2025-11-04,6.66,14.02,2.13,3.59,1479,C,64.6,83,0.36,449.0,3.7,99.2,81.7,76.5,1335,Aucun - Etat acceptable,Faible,38.6,8.0,35.6,3,64,9356,850
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-04 12:00:00,2025-11-04,3.01,2.63,1.98,3.16,1510,B,90.5,161,0.107,442.0,4.9,98.9,83.5,77.5,358,Aucun - Etat acceptable,Faible,30.0,5.9,32.5,1,40,10860,798
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-04 12:00:00,2025-11-04,1.48,4.19,2.18,1.77,1477,A,94.7,170,0.06,526.0,5.6,98.9,95.7,91.0,867,Aucun - Etat nominal,Aucune,33.0,5.5,32.5,2,50,27711,1512
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-04 15:00:00,2025-11-04,4.41,13.16,1.85,2.08,7828,B,94.5,176,0.053,663.0,5.0,99.3,80.3,74.6,233,Aucun - Etat acceptable,Faible,30.4,7.5,158.8,1,5,5683,2984
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-04 18:00:00,2025-11-04,2.74,6.8,2.17,2.47,1536,B,95.0,169,0.04,501.0,5.4,98.9,93.1,88.3,428,Aucun - Etat acceptable,Faible,28.8,6.1,32.4,0,26,8696,389
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-04 19:00:00,2025-11-04,6.58,17.45,2.07,3.81,1496,C,63.0,88,0.362,406.0,4.1,99.0,81.3,77.8,2580,Aucun - Etat acceptable,Faible,37.7,6.1,34.5,3,69,8815,3450
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-04 21:00:00,2025-11-04,2.06,5.79,1.93,3.11,1528,A,90.5,164,0.095,415.0,5.5,98.7,86.2,82.7,996,Aucun - Etat acceptable,Faible,31.7,3.1,33.3,0,32,8515,1470
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-05 00:00:00,2025-11-05,3.06,4.95,1.79,3.29,1472,B,93.1,155,0.059,529.0,4.5,99.2,87.1,80.7,1101,Aucun - Etat acceptable,Faible,28.6,6.3,34.2,0,51,22961,3192
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-05 01:00:00,2025-11-05,7.22,7.07,2.64,3.6,1434,D,61.3,91,0.382,504.0,6.5,98.7,78.0,75.0,2819,Aucun - Etat acceptable,Faible,40.4,8.7,35.3,1,99,18336,86
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-05 02:00:00,2025-11-05,2.45,4.36,1.35,2.67,1463,B,93.2,172,0.079,431.0,7.2,98.4,89.3,85.4,1896,Aucun - Etat acceptable,Faible,30.5,5.1,,0,59,25809,2956
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-05 05:00:00,2025-11-05,1.74,4.64,1.98,2.91,1448,A,93.0,155,0.051,435.0,3.5,99.2,96.9,94.0,220,Aucun - Etat acceptable,Faible,29.6,4.8,33.7,1,26,18133,1934
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-05 08:00:00,2025-11-05,3.36,8.24,1.95,1.62,7913,B,96.0,178,0.023,434.0,5.8,98.7,76.0,73.7,1193,Aucun - Etat acceptable,Faible,29.8,6.3,158.8,0,12,22049,45
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-05 09:00:00,2025-11-05,3.86,8.18,2.64,1.61,1525,B,93.4,178,0.048,420.0,4.0,99.1,95.4,90.1,2894,Aucun - Etat acceptable,Faible,28.5,5.0,34.1,0,53,17999,2189
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-05 11:00:00,2025-11-05,6.78,17.05,2.66,4.11,1447,C,60.6,78,0.386,576.0,3.3,99.4,78.9,77.3,1582,Defaut roulement,Moderee,37.2,8.3,34.7,1,35,5856,161
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-05 13:00:00,2025-11-05,0.78,1.91,1.86,2.39,1488,A,96.1,172,0.046,,3.4,99.2,74.6,72.6,587,Aucun - Etat nominal,Aucune,30.0,2.5,31.5,0,68,20688,836
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-05 15:00:00,2025-11-05,2.13,6.59,1.83,1.75,1491,A,91.7,161,0.085,410.0,7.8,98.1,76.8,72.3,1894,Aucun - Etat acceptable,Faible,30.2,5.2,30.8,0,47,5889,2542
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-05 17:00:00,2025-11-05,6.88,21.0,2.37,3.94,1486,C,58.8,89,0.399,444.0,4.5,99.0,90.9,89.8,1353,Aucun - Etat acceptable,Faible,40.1,6.9,36.2,2,66,5116,3056
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-05 20:00:00,2025-11-05,2.61,5.03,1.58,2.34,1498,B,95.1,170,0.057,373.0,7.6,98.0,79.1,76.3,1641,Aucun - Etat acceptable,Faible,28.4,5.1,33.5,0,78,24563,1573
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-05 20:00:00,2025-11-05,1.47,2.37,2.38,2.93,1487,A,92.4,168,0.091,449.0,3.4,99.2,79.1,76.6,1835,Aucun - Etat nominal,Aucune,28.8,3.6,,1,66,17354,2290
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-05 22:00:00,2025-11-05,5.02,13.71,1.69,1.89,8117,C,96.2,167,0.036,494.0,6.4,98.7,77.5,76.3,2858,Aucun - Etat acceptable,Faible,28.7,5.7,163.6,0,8,7139,2884
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-06 00:00:00,2025-11-06,2.73,7.61,1.33,2.52,1479,B,99.8,186,0.01,401.0,7.9,98.1,93.0,90.0,2619,Aucun - Etat acceptable,Faible,27.5,5.0,34.2,0,31,11202,816
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-06 03:00:00,2025-11-06,7.04,9.58,2.81,4.67,1495,C,60.9,74,0.379,427.0,5.2,98.8,85.5,80.6,2881,Defaut roulement,Moderee,38.6,7.3,35.0,3,22,11115,523
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-06 05:00:00,2025-11-06,1.51,4.48,1.87,2.17,1434,A,95.7,180,0.035,504.0,6.6,98.7,75.1,70.2,2001,Aucun - Etat acceptable,Faible,32.0,4.6,32.1,1,1,8654,2697
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-06 07:00:00,2025-11-06,2.44,4.74,2.16,2.03,1409,B,97.0,173,0.025,326.0,7.2,97.8,83.0,79.6,1992,Aucun - Etat acceptable,Faible,28.2,5.1,32.2,1,51,8343,3496
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-06 10:00:00,2025-11-06,6.46,12.17,2.53,4.62,1419,C,59.5,67,0.402,432.0,3.3,99.2,85.3,78.6,456,Defaut roulement,Moderee,37.6,7.7,36.6,2,109,27108,407
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-06 10:00:00,2025-11-06,2.83,3.16,1.29,2.34,1465,B,93.2,156,0.077,546.0,2.6,99.5,81.8,78.9,1723,Aucun - Etat acceptable,Faible,31.4,3.5,33.6,1,41,5727,211
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-06 13:00:00,2025-11-06,1.02,2.03,1.96,2.14,1501,A,96.8,159,0.015,401.0,6.0,98.5,95.2,87.6,542,Aucun - Etat nominal,Aucune,29.6,4.7,33.8,1,33,24152,658
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-06 16:00:00,2025-11-06,4.71,9.8,1.29,2.55,7991,C,95.9,160,0.035,544.0,7.7,98.6,86.2,83.9,1546,Aucun - Etat acceptable,Faible,28.7,5.1,162.3,0,8,26739,2378
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-06 17:00:00,2025-11-06,3.15,9.08,1.63,2.4,1494,B,95.8,165,0.03,418.0,3.2,99.2,89.8,86.1,1164,Aucun - Etat acceptable,Faible,30.9,3.6,31.2,1,26,1439,2183
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-06 18:00:00,2025-11-06,7.12,15.89,2.03,3.95,1519,D,62.5,77,0.389,461.0,7.9,98.3,93.7,90.0,1229,Aucun - Etat acceptable,Faible,38.8,6.4,38.4,2,12,19040,429
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-06 22:00:00,2025-11-06,1.81,4.88,1.71,3.11,1469,A,92.9,172,0.085,489.0,4.5,99.1,87.8,83.9,1244,Aucun - Etat acceptable,Faible,30.1,5.5,33.6,2,69,22148,1558
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-06 22:00:00,2025-11-06,3.26,7.82,1.39,3.1,1458,B,93.7,177,0.053,477.0,3.0,99.4,75.9,71.8,1974,Aucun - Etat acceptable,Faible,28.0,6.2,32.1,1,68,16967,2768
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-07 00:00:00,2025-11-07,7.07,10.68,2.73,4.05,1487,C,58.3,75,0.429,501.0,7.8,98.5,86.9,81.3,1534,Defaut roulement,Moderee,37.4,7.5,38.8,2,61,22899,3069
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-07 04:00:00,2025-11-07,3.27,3.38,1.5,3.6,1429,B,96.0,177,0.021,584.0,3.8,99.4,87.8,84.8,1174,Aucun - Etat acceptable,Faible,30.5,6.6,33.1,1,22,25819,1820
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-07 06:00:00,2025-11-07,1.71,4.95,1.51,1.87,1509,A,96.6,179,0.05,379.0,5.1,98.7,86.9,85.6,1352,Aucun - Etat acceptable,Faible,27.9,3.4,31.9,1,36,27720,1361
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-07 08:00:00,2025-11-07,4.34,9.41,2.66,2.05,8282,B,95.7,169,0.047,,4.4,99.0,87.2,85.3,2212,Aucun - Etat acceptable,Faible,28.6,4.4,167.9,0,34,21441,3858
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-07 09:00:00,2025-11-07,2.81,6.32,1.94,2.79,1471,B,94.7,169,0.045,513.0,2.7,99.5,93.3,88.8,2547,Aucun - Etat acceptable,Faible,30.0,6.6,33.6,0,56,11864,1538
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-07 10:00:00,2025-11-07,7.31,12.4,2.4,4.04,1464,D,54.3,65,0.439,525.0,6.7,98.7,94.1,91.4,1629,Defaut roulement,Moderee,40.0,7.4,33.9,2,20,14717,423
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-07 13:00:00,2025-11-07,0.96,2.4,1.81,2.79,1430,A,96.3,186,0.056,,7.3,98.2,93.9,90.7,1393,Aucun - Etat nominal,Aucune,29.0,5.2,33.0,0,64,22882,2763
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-07 15:00:00,2025-11-07,2.77,5.34,1.71,2.07,1481,B,95.4,180,0.059,504.0,4.8,99.1,86.3,82.3,2818,Aucun - Etat acceptable,Faible,29.9,4.0,33.7,1,17,21019,212
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-07 16:00:00,2025-11-07,7.87,10.89,2.95,4.49,1496,D,59.3,79,0.398,,3.6,99.1,84.4,78.0,407,Defaut roulement,Moderee,41.1,8.2,36.9,0,133,12013,3182
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-07 19:00:00,2025-11-07,3.08,3.26,1.4,3.04,1474,B,99.3,189,0.02,530.0,6.5,98.8,79.6,74.2,2313,Aucun - Etat acceptable,Faible,27.4,5.7,31.9,0,61,26069,3249
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-07 21:00:00,2025-11-07,1.9,4.42,1.2,3.68,1432,A,97.7,176,0.01,491.0,5.9,98.8,76.2,74.1,1200,Aucun - Etat acceptable,Faible,28.7,3.7,29.2,0,40,2307,1033
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-07 22:00:00,2025-11-07,4.6,10.85,2.3,3.54,7996,C,96.0,179,0.055,411.0,7.4,98.2,93.7,91.8,1481,Aucun - Etat acceptable,Faible,29.7,5.7,164.4,0,37,21331,2805
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-08 00:00:00,2025-11-08,2.65,2.96,1.4,3.18,1474,B,95.6,178,0.06,522.0,3.2,99.4,84.1,79.4,1181,Aucun - Etat acceptable,Faible,31.9,3.8,32.0,0,78,15058,2514
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-08 04:00:00,2025-11-08,6.95,12.7,3.14,4.72,1470,C,54.5,63,0.445,431.0,3.3,99.2,76.6,70.5,1534,Defaut roulement,Moderee,40.3,6.1,34.1,2,84,22858,785
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-08 04:00:00,2025-11-08,1.91,2.5,1.51,2.38,1513,A,92.3,179,0.082,500.0,7.9,98.4,81.3,75.5,2007,Aucun - Etat acceptable,Faible,30.0,3.5,33.8,0,2,21271,1738
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-08 07:00:00,2025-11-08,3.68,7.12,2.1,3.31,1425,B,97.5,180,0.018,445.0,6.9,98.5,87.0,84.7,2829,Aucun - Etat acceptable,Faible,31.7,6.8,29.9,0,28,6910,2889
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-08 10:00:00,2025-11-08,7.72,9.14,2.45,4.67,1475,D,58.1,79,0.406,439.0,,99.2,80.6,75.9,165,Defaut roulement,Moderee,39.9,8.7,34.3,1,139,20701,2683
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-08 12:00:00,2025-11-08,2.93,9.24,2.5,2.31,1466,B,92.9,179,0.075,449.0,,98.6,89.1,88.2,1501,Aucun - Etat acceptable,Faible,30.1,5.0,29.8,1,10,26814,2723
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-08 14:00:00,2025-11-08,1.89,5.94,1.45,2.33,1506,A,93.2,169,0.049,393.0,2.5,99.4,89.3,84.8,1767,Aucun - Etat acceptable,Faible,30.2,4.8,32.5,0,32,26422,2922
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-08 15:00:00,2025-11-08,4.75,6.69,2.22,2.31,7941,C,93.2,171,0.083,,3.0,99.4,90.4,84.2,942,Aucun - Etat acceptable,Faible,32.5,5.2,160.9,0,29,10301,1987
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-08 17:00:00,2025-11-08,2.87,8.53,1.86,2.25,1396,B,94.9,156,0.052,497.0,3.6,99.3,81.0,78.9,657,Aucun - Etat acceptable,Faible,31.5,5.7,31.8,0,6,19709,955
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-08 20:00:00,2025-11-08,7.65,22.05,2.59,4.92,1528,D,54.7,79,0.471,371.0,3.2,99.1,87.8,84.7,2391,Defaut roulement,Moderee,39.6,7.6,39.3,3,20,814,3520
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-08 21:00:00,2025-11-08,1.52,2.12,1.56,3.19,1479,A,93.7,154,0.073,447.0,5.3,98.8,88.8,84.8,2421,Aucun - Etat acceptable,Faible,27.8,,31.6,1,42,11505,69
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-09 00:00:00,2025-11-09,3.88,8.36,1.52,2.19,1416,B,93.1,174,0.066,370.0,5.0,98.7,87.7,82.7,1211,Aucun - Etat acceptable,Faible,30.4,5.2,32.1,1,67,10755,2200
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-09 00:00:00,2025-11-09,7.31,8.37,3.18,3.62,1515,D,58.5,65,0.411,408.0,6.2,98.5,84.7,83.8,1319,Balourd,Elevee,37.0,8.7,36.6,1,53,20668,3715
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-09 02:00:00,2025-11-09,2.81,5.1,1.68,2.48,1480,B,95.7,159,0.037,337.0,6.9,98.0,85.3,81.9,2372,Aucun - Etat acceptable,Faible,28.5,6.3,33.0,0,53,16666,1399
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-09 04:00:00,2025-11-09,2.11,5.42,1.2,2.08,1505,A,96.6,174,0.048,440.0,2.6,99.4,96.0,92.5,2863,Aucun - Etat acceptable,Faible,,5.5,,0,44,4021,1541
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-09 08:00:00,2025-11-09,4.32,3.84,2.11,2.18,7847,B,99.4,185,0.011,446.0,6.9,98.5,77.7,75.3,996,Aucun - Etat acceptable,Faible,29.8,6.4,159.4,1,27,17977,3129
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-09 10:00:00,2025-11-09,3.14,5.62,1.91,2.73,1524,B,94.7,182,0.046,414.0,2.5,99.4,96.5,92.8,1339,Aucun - Etat acceptable,Faible,29.2,,33.8,1,54,12574,2443
M002,Pompe hydraulique P-12,Pompe,Pomperie,Casablanca,2025-11-09 12:00:00,2025-11-09,7.45,16.4,2.77,5.22,1475,D,57.6,69,0.443,608.0,4.7,99.2,81.5,76.4,2671,Defaut roulement,Moderee,41.7,8.7,35.7,5,83,21822,3262
M003,Moteur electrique ME-45,Moteur,Convoyage,Casablanca,2025-11-09 14:00:00,2025-11-09,1.11,1.74,2.4,2.71,1470,A,89.5,150,0.101,402.0,3.9,99.0,93.8,90.9,435,Aucun - Etat nominal,Aucune,28.8,4.2,30.4,0,64,6252,591
M004,Ventilateur V-08,Ventilateur,Ventilation,Tanger,2025-11-09 16:00:00,2025-11-09,3.56,6.41,2.12,1.88,1470,B,94.0,162,0.054,,7.6,98.4,93.6,87.0,494,Aucun - Etat acceptable,Faible,26.3,5.5,29.5,0,79,15859,3372
M005,Reducteur R-22,Reducteur,Broyage,Tanger,2025-11-09 18:00:00,2025-11-09,7.99,10.39,2.89,5.73,1515,D,58.6,62,0.422,493.0,7.2,98.6,89.7,88.4,1460,Defaut roulement,Moderee,38.3,,39.5,2,81,9781,582
M006,Compresseur C-201,Compresseur,Air comprime,Casablanca,2025-11-09 20:00:00,2025-11-09,3.21,10.16,1.32,1.87,1500,B,95.6,184,0.039,443.0,5.5,98.8,84.2,80.8,1519,Aucun - Etat acceptable,Faible,31.1,6.1,33.7,0,76,14650,3684
M007,Pompe transfert PT-09,Pompe,Pomperie,Tanger,2025-11-09 21:00:00,2025-11-09,1.36,4.06,1.49,2.18,1461,A,94.1,173,0.062,469.0,7.7,98.4,87.3,80.4,1515,Aucun - Etat nominal,Aucune,,,30.8,1,1,23009,3448
M008,Turbine T-100,Turbine,Ventilation,Tanger,2025-11-09 23:00:00,2025-11-09,4.71,13.69,1.62,2.7,7982,C,96.2,176,0.043,572.0,3.1,99.5,87.3,82.1,379,Aucun - Etat acceptable,Faible,30.7,4.8,164.1,0,13,3640,1793
M001,Compresseur Atlas C-1,Compresseur,Broyage,Casablanca,2025-11-10 02:00:00,2025-11-10,2.94,3.02,1.76,2.38,1487,B,94.6,155,0.059,554.0,4.5,99.2,93.8,91.3,1984,Aucun - Etat acceptable,Faible,30.6,5.2,33.7,0,16,2860,1755
